,0,1,2,3,4,5,label
0,-0.0077558179285205295,0.01635882380830101,0.004483220516089451,-0.00033419325166249937,0.0012310218614538391,0.0043048101138115835,1
1,0.05874928094717132,0.003921360953797198,0.00482922830767052,-0.00802694238033462,-0.014546500318131792,0.002632095392161917,1
2,0.009155206022701935,-0.012953098389796313,0.005223355040934169,-0.015367830734552662,0.017752609806688115,-0.00012096601825063395,1
3,0.009484684157855207,-0.022080850043967787,0.009095949327546787,-0.0299793363398002,0.06687615220212693,-0.005951910951640991,1
4,-0.008491954585183014,0.10402618583862171,0.0023898951052010006,-0.0010266268303084042,-0.05152988066089548,0.006170047139317685,1
5,-0.013142891970776503,0.09813470792320396,0.0052133902046032805,-0.013373952096160765,-0.0018721551211126556,0.00460171325962946,1
6,-0.011467561679313417,0.09873590644664604,0.005705224338058943,-0.013067891542900098,-0.002234673206347646,0.004542363572713441,1
7,-0.010860589472044326,0.09985508028079267,0.00415262613162844,-0.010029126432129783,-0.01589576066615937,0.005223110191500021,1
8,-0.011245209873945571,0.10049383338210158,0.0049037728338209245,-0.009341649504859634,-0.01625223091629399,0.0049224696180126285,1
9,-0.01943711404126823,0.027379975074109775,0.005120362547214521,-0.011479760713421326,0.020641808404273244,0.005394309556050802,1
10,-0.020798264577266308,0.0339744916792989,0.004857449171446195,-0.01114347989720518,0.018412908534508395,0.005208141768785124,1
11,-0.0185155870611253,0.03569528488483249,0.0037964239976095997,-0.007798851751415643,0.004389094438207648,0.005829746366570243,1
12,-0.01913326830336332,0.02777289601165842,0.005327838901386563,-0.005092893093766522,0.017115214993904563,0.004081263884773115,1
13,-0.02097735398992524,0.027126807820787083,0.0054111740429708685,-0.0042145513286765066,0.017055520349669284,0.0036854172783706528,1
14,-0.014017242314959377,0.10514125078052133,0.0041620355511056105,-0.0030647843473320955,-0.020414449041682506,0.006111973175303658,1
15,-0.010138024786705628,0.09494051194220722,0.006925501744172291,-0.014688291890693617,0.008585607092359867,0.002703095612617373,1
16,-0.01230835914470215,0.09757561930488111,0.00616073009109933,-0.015623399263326732,0.008039451356812147,0.004291342513286731,1
17,-0.01969522410155009,0.033311520319071385,0.005980074655625705,-0.012831429136684808,0.02807845756657419,0.004120993950707633,1
18,-0.020277632069908756,0.026220001468106068,0.005575673743414608,-0.014035415596802837,0.03091577757277624,0.005143443242294304,1
19,-0.019902969989339662,0.026459121546762134,0.006536274606922379,-0.005899202324293047,0.026722309472992468,0.0025961106427352027,1
20,-0.019974168724258175,0.026612493301486368,0.005783416319045549,-0.007648346593887693,0.027389396806413824,0.00383018582716182,1
21,0.00941706036028771,0.001968238073689905,0.008563740779927363,-0.0236038806078252,0.05601014867077078,-0.006323730259875536,1
22,-0.016567485489938274,0.09415806784075988,0.0047273661100727185,0.0022056854905430946,0.0003257722223762782,0.0039222523413488175,1
23,-0.016793876933131384,0.0942652873839696,0.004550730676930591,0.0016408841530890193,0.0005719309523264356,0.004700407524429354,1
24,0.1196542815333173,0.006608278258427858,0.00791248681853654,-0.012845920747834668,0.017966499542158513,-0.002429346206518525,1
25,-0.014350656206447562,0.08812836837749499,0.010726445577800852,-0.0357483470004552,0.08530661856060154,0.0017143794357807848,1
26,-0.012178112835845597,0.09974280122213268,0.004664013627958204,-0.00986587285097886,-0.015879895637661755,0.004873643327756018,1
27,-0.02232038504700682,0.016772238896346194,0.010141706668893639,-0.03416012323203822,0.108183198346826,0.0025662277047057667,1
28,-0.017135074297253017,0.08597068922023282,0.009964692249829153,-0.023725875074448198,0.08021036591529582,0.001835218745641704,1
29,-0.01495069678226828,0.10438959970719042,0.003922660309599474,-0.0035887172298686766,-0.02004180706521903,0.006062841488563882,1
30,0.006869839310532073,0.008353177091331284,0.006853417804322518,-0.01867593336655554,0.051312934969795894,-0.004351459710212795,1
31,0.005962050554765994,0.009049947885704818,0.006317636515205718,-0.012330311196947795,0.04798395423752982,-0.004138713029872523,1
32,0.011556246209187621,0.002102620827637789,0.013288036835677168,-0.010441101750705393,0.015660402422465323,-0.03659903404610944,1
33,-0.02104344678929517,0.0910022862687655,0.00884335796360201,-0.01771139118296641,0.07576661287962815,0.0032391121209574955,1
34,-0.028046000426655622,0.014046289488709129,0.008140594872674056,-0.017131528327950597,0.10035943728088248,0.0032649010302980125,1
35,-0.02313372368172756,0.08338732023524581,0.008535332984494607,-0.005480689923107075,0.07189648138215486,0.0021475572220394394,1
36,-0.02703938835381016,0.0884175384753015,0.007414926475945948,0.0005342663141641823,0.067453588065138,0.0035507433044541068,1
37,-0.02913516947392764,0.08760052979895551,0.007131134535650696,0.007023223037145508,0.06452051205708745,0.0035244089534339053,1
38,0.002199430032758375,-0.017424228621110396,0.010834423810385099,-0.008437794230962753,0.020507377850709982,-0.03507394624349187,1
39,-0.014945929408729871,0.01331016418617346,0.0013573260658101111,-0.00727335372477857,-0.019107047201172567,0.006947052890934324,1
40,-0.014983593086550189,0.01326357960515827,0.0012594308346205363,-0.007353913019998506,-0.019173807046188592,0.007158921097330248,1
41,-0.014239648526512978,-0.0114388745864837,0.001624805573027432,-0.007597555686174594,-0.010779238442608013,0.00543067148459759,1
42,-0.031206572239955595,0.0868106812912302,0.00683049579890178,0.013499425272453692,0.061573984886036603,0.0035114751749573815,1
43,0.012255591598181216,0.00365509870852984,0.0031928754859578334,0.007299007907414399,0.09131149604023497,0.005866318510365485,1
44,-0.003230713058634141,-0.0007694592008335586,-0.03874964705322048,0.0011892413015247903,0.07634089636918114,0.004079699395263608,1
45,0.024761312157890864,0.08044252744478042,-0.054887141217218424,0.007166477974270524,0.03908298099968653,0.0015241048631010534,1
