,0,1,2,3,4,5,6,7,8,label
0,-1.609850732,3.997905588,-0.5952218810000001,-4.289253782,-0.035049369,0.044519167000000005,0.17783979800000002,-0.143275875,-1.9880335059999998,1
1,1.08846278,2.288643618,0.676501545,-1.692028933,0.435477209,0.279798032,-0.145361715,0.035764225,-1.986643683,1
2,-0.359744743,2.330243051,0.022937323,-1.470101536,-0.932391057,-0.156114265,-0.542627889,-0.153028797,-1.9026225680000002,1
3,-2.592844218,2.679786967,0.184371686,-6.771096725,0.176967718,0.252405262,-0.657487755,0.84957338,-1.849472368,1
4,-4.304596885,4.73279513,1.464377625,-6.079337193,-0.704181032,1.488901448,0.5667972729999999,0.146792735,-1.838248495,1
5,-6.240696572,6.675732162999999,-0.306166658,-10.69119621,-0.6080571339999999,1.48848121,0.507962678,0.513573741,-1.838101089,1
6,-6.560599967999999,6.348556672999999,0.702724998,-10.7338541,-0.576752473,1.60505555,0.540675396,0.49669910799999994,-1.8379115680000002,1
7,-5.775935108,6.078265506,-0.7974836,-9.17716637,-0.652450441,1.415716615,0.55526474,0.404474055,-1.837743105,1
8,-5.615159011,6.047445102,0.386351667,-9.252307247000001,-0.511746619,1.474752584,0.491191926,0.40252806799999996,-1.837574641,1
9,-5.329976183,4.007682805,1.680450741,-6.210257747000001,0.109541319,-1.8430776919999998,0.351909298,0.099372236,-1.836332224,1
10,-5.234513296,4.416661243,0.638559282,-6.763334391,-0.009802357,-1.9593037709999999,0.31947554,0.129305225,-1.835026633,1
11,-4.769751832,3.819194585,0.147242341,-5.249304549,-0.054195664000000005,-2.032068366,0.36677760200000004,0.020205538999999998,-1.833594694,1
12,-4.137421983,2.357096252,1.361193324,-6.608068252000001,-0.546868812,0.123644186,0.32198453899999996,0.13281672,-1.830414947,1
13,-3.822742266,2.625368153,0.345761165,-6.590550297,-0.577525824,0.044146160999999996,0.30570443399999997,0.243745598,-1.82622442,1
14,-7.4238935889999995,7.380244518,0.7484505509999999,-9.057992529,0.145399853,-1.004880947,0.43583191600000004,0.148468944,-1.824560845,1
15,-5.926129694,5.701500431,-0.379314527,-11.73672912,-0.406427275,1.106766374,0.323885478,0.5695186,-1.819528001,1
16,-6.8914377170000005,6.796796681,-0.34244433399999996,-11.54349792,-0.546126024,1.5399158309999998,0.523573697,0.572740667,-1.819380595,1
17,-5.92003738,4.522499605,0.742745447,-7.67866801,0.06403835599999999,-1.911034464,0.322188398,0.185030355,-1.81862251,1
18,-5.660813931,4.455922812,0.635281409,-7.019901559,0.140167769,-1.908217412,0.334807599,0.17541379399999998,-1.81700105,1
19,-4.508497786,2.7306681489999995,0.449930038,-7.506169374,-0.503529449,0.09200743300000001,0.308497932,0.298954479,-1.8151900680000002,1
20,-4.468259731,2.8053362589999997,0.316023992,-7.417712065,-0.5162423620000001,0.058504467000000004,0.30488284,0.208858278,-1.812178785,1
21,-3.114372201,4.328198553,0.10430387599999999,-9.405423062,0.14602305599999998,-0.13877604400000002,-0.424452881,0.890780288,-1.811104831,1
22,-7.653616212999999,6.379741881,-0.067498378,-10.92418687,-0.43590118200000005,1.007933824,0.41319553200000003,0.303936551,-1.809630777,1
23,-7.618462836,6.395829746,-0.20793454100000003,-10.86069805,-0.448059938,1.01175224,0.425964621,0.308204657,-1.809462313,1
24,-4.489558073,4.853894351,1.454011986,-3.7380233339999998,0.20481687399999998,-0.39384411799999997,0.296367194,-0.9004516379999999,-1.805714003,1
25,-11.03472723,9.007146872,-0.431035658,-19.21432549,-0.278484511,1.7017964140000001,0.690805615,1.108933403,-1.763261229,1
26,-5.726872015,6.094140959,1.37181858,-9.634689713,-0.6019672460000001,1.568445256,0.521883934,0.411910406,-1.763008533,1
27,-9.804103442,6.666273003,0.546690085,-14.69072913,0.40780928200000005,-1.746336829,0.502039517,0.7116065309999999,-1.762187274,1
28,-11.4264671,8.607556787,-0.35519439,-18.82208674,-0.18970915300000002,1.188536499,0.6052418860000001,0.8752604070000001,-1.7517004280000001,1
29,-7.535606594,7.426940375,1.7339174640000001,-9.440374995,0.055179227000000004,-0.911188276,0.466523925,0.157851283,-1.751574081,1
30,-4.475132713,5.4676845489999994,0.374549235,-8.138694884,-0.080162775,0.33823843200000003,0.032270621,0.608074683,-1.7419295519999998,1
31,-5.598354267,5.9281908020000005,0.5430677660000001,-7.840942205,0.254983289,-0.671332332,-0.033590062999999996,0.70569759,-1.7418874359999998,1
32,-1.1884980040000002,3.26463274,0.872710605,-6.220605353,-0.078844698,-0.5066030570000001,-0.409862744,-0.630605199,-1.735612175,1
33,-13.70540729,10.34322806,0.055571565999999996,-18.49377336,0.333998185,-0.69027267,0.631703772,0.789687172,-1.7313163580000002,1
34,-11.06333028,6.689950658,0.734441608,-13.88377855,0.351102065,-1.6468151130000002,0.48753882299999995,0.583172486,-1.720176717,1
35,-12.75281127,8.594341893,-0.169401057,-18.04999769,-0.26717179399999996,1.352176095,0.608424596,0.808725205,-1.716028306,1
36,-15.03171421,10.33009983,0.241367683,-17.72163835,0.256510487,-0.526567395,0.634873502,0.723235069,-1.7002348630000002,1
37,-15.496222,10.31334937,0.30264452199999997,-17.47592128,0.223785003,-0.450684595,0.641836059,0.721643615,-1.6985712869999998,1
38,-1.572938709,2.5072985180000003,1.099536382,-3.266475545,-0.217413916,-0.354557819,-0.611763845,-0.671248265,-1.663509844,1
39,0.394684329,3.170257575,1.235950057,-0.330305804,-0.800852285,0.350181817,-0.118940929,0.054254272,-1.6346604880000002,1
40,0.082334145,3.0240497060000004,1.641206626,-0.456076957,-1.047397528,0.541235201,-0.09830028699999999,0.04981902,-1.633965577,1
41,2.041002725,1.7315951630000002,0.92421326,1.500793775,0.592669569,-0.369120754,-0.136604685,0.039347148,-1.6337549980000001,1
42,-15.96072813,10.29660279,0.36392148700000004,-17.23020216,0.191058399,-0.374798863,0.648798037,0.72005587,-1.6276482,1
43,-13.51093114,8.617895141,1.256377007,-11.8521613,0.760190241,-1.6170429259999999,0.17234689,-0.16972603100000003,-1.62095178,1
44,-12.46676572,9.648310727,0.888480788,-10.14020034,-1.504118882,-4.7816055219999996,-0.007772281,-0.7750356509999999,-1.615687299,1
45,-17.71263237,11.27035233,0.171633085,-15.06637436,0.342390706,0.15340768300000002,0.7550794609999999,-0.992916047,-1.609138285,1
46,-16.58707294,10.10727387,1.16546376,-9.809881502,1.7453145,-1.610740852,0.153725445,-1.869290476,-1.603326298,1
47,-19.02691234,11.16552584,0.345179234,-14.66638897,0.7274953409999999,0.9952713459999999,0.816761718,-1.178063163,-1.603010429,1
48,-21.40583574,11.92751187,0.593759358,-14.49159835,1.1309551979999999,-0.327179345,0.634692904,-1.3952876840000001,-1.580436335,1
49,-21.87231736,11.90616991,0.654888723,-14.24831583,1.099557296,-0.254776514,0.642343201,-1.40128202,-1.575192912,1
50,-22.33859051,11.88531289,0.716033665,-14.00477618,1.068019177,-0.182006136,0.649920861,-1.406811332,-1.568433318,1
51,-22.80468646,11.86486808,0.7771918459999999,-13.76101796,1.036361874,-0.108923343,0.657436778,-1.411945375,-1.565927425,1
52,-23.27063052,11.84477659,0.8383613759999999,-13.51707241,1.004602414,-0.035572766,0.664899774,-1.416740615,-1.5558196219999998,1
53,-23.73644341,11.82499023,0.8995407059999999,-13.27296506,0.9727547259999999,0.03800908,0.672317065,-1.421243253,-1.553397961,1
54,-24.20214223,11.80546921,0.960728558,-13.02871703,0.940830319,0.111792028,0.679694612,-1.425491454,-1.545543355,1
55,-24.66774125,11.78618036,1.021923868,-12.78434589,0.908838783,0.185750942,0.687037384,-1.429517023,-1.54042628,1
56,-0.6788761870000001,3.123672307,0.367975967,-0.971757538,-0.889596748,0.550577974,-0.027171279,0.073605399,-1.4681344269999999,1
57,-19.13360246,6.185968835,1.423276925,-8.6404591,-1.280137123,0.9955019709999999,-0.273742712,0.5278308,-1.465965461,1
58,-19.81898181,6.017294647000001,-0.13836369099999998,-9.825054421,-1.151605776,1.066878341,-0.233720431,0.511423169,-1.46527055,1
59,-20.36388597,6.046611747,-0.061367497,-9.574662299,-1.208096082,1.119193472,-0.23318899,0.5037397379999999,-1.4647862180000002,1
60,-0.962975335,2.675687859,-1.129907005,-2.238622244,-0.521933839,0.520791314,0.043353580999999995,0.063611722,-1.461164255,1
61,-21.40291681,6.038515416,0.078692132,-9.092532652000001,-1.251137949,1.322750943,-0.217954565,0.482248275,-1.438063712,1
62,-21.91917358,6.0862356339999995,0.153829148,-8.829359228,-1.353148766,1.2979937559999999,-0.224825057,0.48461440299999997,-1.4373688009999999,1
63,-22.46408275,6.115541102000001,0.230824969,-8.578973272999999,-1.409635709,1.350300071,-0.22429187399999997,0.476919818,-1.436758121,1
64,-23.00900291,6.144820977999999,0.307819968,-8.328600887999999,-1.4661152530000001,1.40258699,-0.223754857,0.46920069299999995,-1.431535756,1
65,-23.55393294,6.17407791,0.38481423,-8.078240669,-1.522588162,1.454856519,-0.223214403,0.461459567,-1.430904018,1
