,0,1,2,3,4,5,6,7,8,label
0,0.5805988023470848,-3.4070963018340588,-2.3348531361163674,-5.715705505252656,-0.47783091275017414,1.9814958323892302,0.4280905944378149,-4.623747474564298,-6.452138230885465,1
1,0.009963502550200662,-0.9246286186918771,-0.14247097995524857,-2.8469544719368276,1.0386546132034218,7.09218098647763,0.897774823564577,-1.1540030333640627,-1.0621137525875624,1
2,4.688769371298074,-2.2809647708464906,1.482546144672909,-4.755639365237442,1.9558319469835095,0.7062728817620932,-0.4259849055899309,-1.7669129886732857,-3.037876760004965,1
3,11.239847714654486,-3.3759367075842763,3.2446875671135325,-11.989045766759075,-1.35224967580492,1.325144957842387,0.7962353586480262,-5.55206359149664,-10.697346066183835,1
4,4.1940438293315,-4.536344564422184,-3.5494698652087275,-1.9658062399040739,-4.573840479815,2.4634942376917457,-3.211335616358639,-5.657722815818935,-3.5565312565665277,1
5,10.770740467313317,-6.478545045299919,-2.9542836782824544,-9.211922306592909,-3.5789136030894575,2.847917447601932,-2.8705215225544425,-9.686488730154496,-9.902239853579895,1
6,9.456367638518708,-6.667782745059562,-3.9698102798228945,-8.441766883061883,-5.152975815838442,2.1483158507652163,-2.9710099509213217,-8.67514864368006,-11.569070949716783,1
7,9.068122399508866,-5.285213564554608,-2.911201010604843,-7.342164968183715,-3.3059536395354123,2.903395808383049,-3.878059151400793,-9.488918732582347,-6.6076841763766065,1
8,8.469157624238536,-6.0558319850742794,-4.357522347318984,-6.93931502828162,-4.399664554998874,2.087175417541899,-2.0973118637279766,-6.825815883166429,-9.015554408451726,1
9,7.326831066374246,-2.1177802694655288,-1.0451272445383764,-7.662090439892216,-3.55235059094827,3.709060540139298,1.2164483290055055,-6.054881556459492,-8.223008056105842,1
10,8.829676642792695,-2.1380147600653734,-0.23703727630053456,-8.61350672221903,-2.365599804030498,4.537638680711694,1.129127399651089,-7.269523843444356,-6.591072952600389,1
11,7.1272484342548745,-0.9443664114077358,-0.19355026992525187,-6.743603002895487,-2.0923954991707108,4.5930025565374875,0.12229001821541124,-7.071658497861031,-3.2967797753117845,1
12,6.162982489697859,-2.77053932686455,0.21852137280325706,-8.154953915749852,-5.244778511731729,0.7434634925421002,-0.6115058069134087,-4.826847179071073,-7.4145670376566,1
13,7.408009886956041,-2.324161552968202,1.3545976408228644,-9.00295750986889,-3.6692000534749614,1.253311844084906,-0.5728331018595746,-5.992818339226692,-5.724583162807478,1
14,7.742478396713502,-5.090259970293071,-4.686623160472579,-6.6679975076075015,-3.901669474810335,4.16122737587454,0.528568247830277,-8.520557402873845,-9.466538060292637,1
15,10.569062156781769,-7.249203386619807,-2.7307200508181806,-10.559161130363938,-5.509300966829687,1.1012754317857425,-2.9640859696797635,-8.975780406827027,-12.055702816820487,1
16,11.128545200904727,-6.735953013335143,-3.796721691762313,-10.179626137453186,-4.41647035289931,2.319449115136245,-3.048167417434991,-9.7363449300182,-11.997567033634231,1
17,9.106692779962167,-2.471903104395066,-1.0677507476291548,-9.562975096966639,-3.316699223776521,3.861233603479129,1.1662367658221997,-7.15303756239692,-8.883086981998211,1
18,8.999150089362745,-2.1857144367640315,-0.8717373820221987,-9.399840623794368,-2.8156630680248793,3.8801085031846916,1.1398126191417388,-7.115857778545723,-8.65169972246535,1
19,7.6830191661325635,-2.6601273156882264,0.5207455327122236,-9.952923819487822,-4.62087176036613,0.5750861075348698,-0.5407686765620706,-5.877817781588547,-8.014767125912979,1
